영상 제목,키워드,채널 이름
다른거 다 필요없다! 이 ETF 하나만 10년 이상 투자하면 우리들에게 경제적 부를 안겨다 줄 것!!,,괴인협회
당신이 테크충이라면 사고 싶어지는 물건들! 이거면 나도 한 테크하지.  feat.캔버시,,듣똑라
테크덕후가 뽑은 올 한해 최고/최악의 제품? 2020년을 돌아보는 전자제품 총결산 어워드!,,듣똑라
평택 고덕 A39 전국청약 세대원 가능 줍줍! I 재당첨제한 없으니 선당후곰!,,테크몽 Techmong
"SO 원데이세미나 [유정수 약학박사, 이화정 Q12 BPD, 김소희 PD] 매나테크 GL그룹  2021년 8월 21일 (토) 오후 1시",,테크몽 Techmong
??전 세계의 부와 기회가 이동하는 지금! ??이것 모르면 앞으로 생계가 위험해 집니다 - 김미경의 세븐테크 2022,,정리전문 [웃키키]
"1,000원부터 5,000원까지! 테크 유튜버도 놀란 다이소 제품은?",,정리전문 [웃키키]
주연테크 주가전망 이제는 어떻게 해야 할까? 차트분석과 매수매도 타점,,테크몽 Techmong
TIGER 미국테크TOP10 ETF와 KODEX 미국FANG플러스(H) ETF의 성과의 차이가 극명하게 벌어지고 있는 이유,,테크몽 Techmong
100회 특집: 테크 유튜버가 2년 넘게 사용하고 있는 8개의 테크 제품들,,핵튜브
전자기기 덕후가 찐텐으로 말하는 만족템5 & 후회템5 (ENG CC),,핵튜브
케이피엠테크(042040) - 심하네...,,괴인협회
죄송합니다. 테크몽입니다.,,괴인협회
[짠테크] EP1. 이렇게까지 해야 해? 온갖 짠테크 비법 대공개!,,TongTongTv 통통테크
"테라 루나, 돈을 혁신한다? 야심찬 핀테크 혁신 실체 / 크립토노마드 비트코인뉴스",,TongTongTv 통통테크
갖고 싶다 버즈 케이스! '갤럭시버즈2' 콜라보 케이스 공개 등 8월 셋째주 소식 [IT Weekend],,생각_think
꼭 쓰세요! 테크유튜버들의 유용한 앱 추천?? [꿀가주몽 ep.7],,생각_think
"[오늘의 종목] 이루다,에이테크솔루션,GH신소재,CJ CGV,하이비젼시스템",,[TheSINZA]더신자 : 편안한 IT리뷰
"테크 리뷰어가 뽑은 2020년 최고의 아이템, 반박불가…",,[TheSINZA]더신자 : 편안한 IT리뷰
데탑을 눌러 버리는 미친스펙 게이밍노트북 주연테크 리오나인 L9T27S,,ITSub잇섭
직접 써보고 추천하는 삶의 질을 높여주는 아이템 5가지 + One More Thing?,,ITSub잇섭
나만 몰랐던 핀테크 월드?? I 시작부터 미래 전망까지 총정리 (토스 유료광고),,윤테크 - 청약전문가
사상초유 단기간 40만원 버는 앱테크 어플 추천 (즉시 현금화 가능),,윤테크 - 청약전문가
8.10~20일 지수폭락 불구 놀라운 성과 회원전용 검색기 '몬스터2' SK바이오사이언스 에코프로에이치엔 신성델타테크 대정화금 디엔에이링크 바이오니아 서린바이오 바이오로그디바이스,,매나테크글로벌리더스그룹 공식채널
행복한 주식 투자 : 상아프론테크,,매나테크글로벌리더스그룹 공식채널
"영화테크, 삼아알미늄,삼기",,MKTV 김미경TV
인텔리안테크 주식 세력은 계획이  있었다.210524단타매매,,MKTV 김미경TV
"대전 유성구 봉명동 유성온천 (충남대,목원대)역 지암메디테크 엘리베이터 탑사기",,테크몽 Techmong
비츠로테크 주식 움직임은 계획이 있었다.21524단타매매,,테크몽 Techmong
떠오르는 성장산업! 로봇이 요리를 한다고? 푸드테크란 무엇인가?,,복돌아빠 주식
[코레일테크 서포터즈 4기] 코레일테크 버라이어티 퀴즈쇼쇼쇼,,복돌아빠 주식
알리익스프레스의 유용한 테크 전자제품 10가지 (Best10 Useful Tech Electronics products of AliExpress) - [55],,생각_think
축구 별들 사로잡은 '테크볼' 열풍 / YTN,,생각_think
매나테크 GL그룹 에스오(S.O) 토요 원데이세미나 [전제품-배재현GPD] 2020년 8월 15일,,Tech Gear Cast
8단 모듈 장착! 강화 테크 기가노토 만들기 [아크 피라이멀 17화],,Tech Gear Cast
200조 푸드테크 시장에서 미래 먹거리를 엿보다,,주연 ZUYONI
"[풀버전] 핀테크, 금융을 바꾼 게임 체인저ㅣEBS 비즈니스 리뷰 플러스 김강원 편",,주연 ZUYONI
갤럭시에서 이거 알면 다시 아이폰으로 못 돌아갑니다! 꼼꼼한 테크몽이 알려주는 갤럭시 숨은 꿀팁!,,AP투자연구소 팀 알파
TIGER 미국테크 TOP10 ETF 4.9일 신규 출시 ! 미국 기술 대장주 10종목에 분산 투자 효과.,,AP투자연구소 팀 알파
[싱글 4화]모바일아크 테크렉스?테크안장은쓴 렉스라고?,,테크몽 Techmong
주연테크 스튜디오 J11STU-65T 크리에이터를 위한 작고 가벼운 노트북 추천!,,테크몽 Techmong
구독자인척 속이고 잇섭과 다른 유튜버 비방하고 여론몰이한 유튜버 테크몽,,흥싸TV
노트북 살 때 꼭 알아야 할 것들! 용도별로 이것만은 반드시 확인하세요 [꿀가주몽 ep.8],,흥싸TV
"60만 유튜버 테크몽 부계정 충격 잇섭, 통통테크까지 건드네 ㄷㄷ",,크립토 노마드
현재 최저가인데! 수량.. 수량이 부족하다니!! '주연테크 리오나인 5600X+RTX3060 게이밍 데스크탑',,크립토 노마드
동굴 속에 있는 수상한 테크 건물! [아크 149화],,푸딩테크
탄소배출 관련 특허 다수 보유 기업 비츠로테크 / 생쇼 박준남 / 매일경제TV,,푸딩테크
"87조 폐배터리! 코스모화학 후속주, 영화테크!!! 상한가!!!",,주연 ZUYONI
[EP.49] 렉스의 완성은 테크? 테크 렉스 출동! [아크 서바이벌 이볼브드] - 기리,,주연 ZUYONI
이두테크 분석 21.02.12.,,서릿바람TV
"케이피엠테크, 이수앱지스, 대웅제약, 랩지노믹스, 바이오리더스, 엑세스바이오, 씨아이에스, 흥국에프엔비, 에코프로에이치엔 / 주식공부차트분석_내일의관심주&급등주 / 종합지수분석",,서릿바람TV
"[휴테크] 새로운 세상을 열다, 카이 GTS7 아트모션｜Introducing HUTECH KAI GTS7 Art Motion",,디에디트 THE EDIT
항셍테크ETF의 운명은 시진핑에게 달렸다?! 항셍테크지수 분석 및 ETF 소개,,디에디트 THE EDIT
노트북 리뷰어가 흑우당한 이야기 - 주연테크 슈퍼플라이 J9FT 타이거레이크 노트북 리뷰,,딴트공말방구 실험실
[오늘의 올림'Pick'] 에이테크솔루션 vs 민앤지 / 오늘의 올림'Pick' / 매일경제TV,,딴트공말방구 실험실
신발??이 돈이 된다고? 슬기로운 슈테크 생활??  [아이디어살롱 EP01],,테크몽 Techmong
월 200 이자내서 8억 올랐다? 혼돈의 '청년 몸테크족' 이야기 | 시사직격 KBS 210219 방송,,테크몽 Techmong
[프롭테크 제대로 알기 | 모아보기] 부동산도 4차 혁명?…삼성도 뛰어든 '프롭테크' / 한국경제TV,,듣똑라
교육과 기술이 만났다 #에듀테크 [교육부 국민 서포터즈],,듣똑라
20대에 인생 조져지는 7가지 테크트리 + 그렇게 20대에 인생이 꼬이는 과정 겪은 40대 사례자의 조언,,앱테크로 100만원 벌기 A to Z
4개의 차이나항셍테크ETF 중에서 어떤 ETF에 투자해야할 지 고민되시나요?? 그렇다면 이 영상을 추천드립니다,,앱테크로 100만원 벌기 A to Z
항셍테크=순한맛? 중국 주식시장 뽀개기  f. 프리미아 파트너스 ETF 김찬영 이사,,주식파이터
모바일아크 테크라이플(테크소총) 리뷰,,주식파이터
"국내 유일 반도체 진공로봇사 라온테크, 국내 S사 두 곳 모두 고객사로",,EunJin Jeon
샤넬 재테크는 거짓말? 샤테크의 허와 실!,,EunJin Jeon
TIGER 미국테크 TOP10 ETF 투자해도 될까??(VS 미국 기술주ETF 비교),,희망TV
잘가라 2020! 테크유튜버가 선택한 삶의 질을 높여주는 제품 베스트 5,,희망TV
배운만큼 생각하게 하는 교육 | 박주용 서울대학교 심리학과 교수 | 인생 강연 강의 듣기 | 세바시 816회,,세바시 강연 Sebasi Talk
초등 우등생이 중고등때 무너지는 결정적 이유![1부](feat.공부머리독서법 저자),,세바시 강연 Sebasi Talk
현재 미국의 맞벌이 부모들이 한국식 교육 영접하고는 오열한 이유,,교육 대기자tv
오병이어교회  새신자교육 실시간,,교육 대기자tv
2021 영주교회 교육 1부 온라인 교사 세미나,,위대한언니
8월 22일 강남교회 교육 2팀 온라인 예배,,위대한언니
EBS 다큐프라임 - Docuprime_'미래人교육' 1부- 좋은 부모 나쁜 부모_#001,,오병이어TV
[차세대 교육2부] 물이 부어져야만 (8/22),,오병이어TV
신체를 보호해요 | 만지면 안돼요 | 안전교육 | 키키묘묘 | 베이비버스 인기동요,,대한예수교장로회영주교회
이렇게 평생 사이버 강의를 하게 된다면? 오프라인 교육이 사라질 시 생기는 충격적인 문제 | #미래수업 #Diggle,,대한예수교장로회영주교회
"[최강1교시] EP.01 포스트 코로나 시대, 한국 교육 이제는 바꿔야 한다 I 대한민국 교육, 혁명이 필요하다 I 독문학자 김누리",,강남교회 교육2팀
[스페셜] 한국 사회 문제 원인은 한국교육? 김누리의 교육 혁명 제안｜ 차클 특별강연 김누리 교수 2탄 #집에서함께해요,,강남교회 교육2팀
[비정상회담][67-3] 〈각 나라의 창의력 교육〉 미국의 창의력 교육은? (Abnormal Summit),,EBSDocumentary (EBS 다큐)
EP01~EP13 이어보기 | 폴리와 함께하는 교통안전이야기 | 안전 교육 | 로보카폴리 TV,,EBSDocumentary (EBS 다큐)
[K2 소총] 대한민국 군대가 사격을 잘못 교육하고 있습니다,,높은뜻광성교회 차세대교육부
"입시 전문방송 펜타하우스. 간호학과, 유아교육과 비추천 하는 이유 + Q&A",,높은뜻광성교회 차세대교육부
"미래교육 플러스 - 교육, 자치를 論하다! 1부- 교육자치, 왜 필요한가?_#001",,베이비버스 -인기 동요?동화
"반교육의 나라에서 벗어나려면 | 김누리 중앙대학교 교수, '우리의 불행은 당연하지 않습니다' 저자 | 교육 입시 경쟁 | 세바시 1165회",,베이비버스 -인기 동요?동화
초중고 입시 로드맵을 알려드립니다!!(feat.종로학원하늘교육 대표),,tvN 인사이트
"수학교육 30년, 교육기업 대표의 현실조언!!(feat.CMS에듀 대표)",,tvN 인사이트
서울대 의대 보낸 부모는 어떻게 교육했을까?(feat.선배엄마),,캐내네 스피치
"2022 개정 교육과정 추진 계획, 알고 계신가요?",,캐내네 스피치
배운만큼 생각하게 하는 교육 | 박주용 서울대학교 심리학과 교수 | 인생 강연 강의 듣기 | 세바시 816회,,JTBC Insight
구글 채용과정에서 경험한 한국 주입식 교육의 문제점|tvN 인사이트|tvN 200117 방송,,JTBC Insight
교사는 어떻게 탄생하는가 | 바브로 홈크비스트 스웨덴 현직 교장 | 교사 수업 스웨덴 교육 학교  | 세바시 1037회,,JTBC Voyage
파워넷 분석을 통한 차트분석 방법 2화 주식교육 주식초보강의,,JTBC Voyage
미래교육 플러스 - 배움에는 끝이 없다! 평생학습 1부- 요람에서 무덤까지 배우는 삶의 지혜_#001,,로보카폴리 TV
에스컬레이터를 조심해 | 깨비안전교육 | 생활안전 | 안전맨 | 몽구 | 깨비키즈 KEBIKIDS,,로보카폴리 TV
때리면 아파요! | 창의동화 | 친구 우정동화 | 인성교육 | 지니키즈★인성적성,,ROKSEAL
[차세대 교육1부] 예수님의 더하기(8/22),,ROKSEAL
100% 암기 한국 교육이 만들어낸 끔찍한 공부법 | 미래수업 Living the New Normal EP.2,,입시왕
단골을 만드는 인사법/카페창업 교육,,입시왕
근로복지공단 퇴직연금 가입자 교육 영상,,EBSCulture (EBS 교양)
"미래교육 플러스 - 우리 아이, 어떻게 평가되나?_#001",,EBSCulture (EBS 교양)
명문고 교사가 말하는 교육 양극화의 현실 1부,,세바시 강연 Sebasi Talk
"구충제, 카레 코로나 예방 종부테라피는 스스로 치유하는 교육 프로그램입니다.",,세바시 강연 Sebasi Talk
"[교육프라임] 교육대기획 다시, 학교 1부 - 02 학생 중심 수업이 강의형 수업보다 좋은 수업일까요?",,교육 대기자tv
열사병을 조심해 | 깨비안전교육 | 안전맨 | 몽구 | 깨비키즈 KEBIKIDS,,교육 대기자tv
"미래교육 플러스 - 디지털 리터러시 교육 2부 - 디지털 시민, 역량을 길러라!_#001",,교육 대기자tv
Hello Song ?? + More | 동요와 아이 노래 | 어린이 교육 | TL Studio,,교육 대기자tv
EBS 교육저널 - 학교 공간 혁신! 공간이 교육을 바꾼다_#001,,교육 대기자tv
미래교육 플러스 - 미래 인재의 선택! ICT 교육_#001,,교육 대기자tv
[적십자아카데미][교육] 02 교통안전(Traffic Safety),,해피이선생
미래교육 플러스 - 공부는 전략이다 2부- 나만의 방법을 찾아라_#002,,해피이선생
고교학점제 & 2015 개정교육과정의 이해,,세바시 강연 Sebasi Talk
"일주일에 한 시간, 아이를 변화시키는 기적의 밥상머리 교육ㅣ김정진 '기적의 밥상머리 교육' 저자 | 부모 자녀 자기계발 가정 강의 | 세바시 973회",,세바시 강연 Sebasi Talk
자녀교육의 해답은 부모의 ㅇㅇ에 있습니다! | 조향숙 박사 (2부),,tvN 인사이트
"미래교육 플러스 - 삶을 살아가는 지혜, 경제교육 1부- 경제 공부, 세상 공부_#001",,tvN 인사이트
"미래교육 플러스 - 내일을 위한 지혜, 역사교육 1부- 역사는 암기 과목이 아니다_#001",,세바시 강연 Sebasi Talk
지속가능한 미래를 위한 기후위기 대응 교육의 방향과 과제/2020년 제3회 교육정책네트워크 교육정책 토론회① 전체영상,,세바시 강연 Sebasi Talk
SK와 LG 직원들을 가르치는 교육 스타트업,,주식김사부팀
컴팔이 cpu 추천 교육 하는 재미없는 교육영상 (ft. 컴팔이 육성영상),,주식김사부팀
아기 수면교육 고민중이라면 꼭 봐야하는 영상 (feat. 애셋 수면교육한 소아과맘),,EBSCulture (EBS 교양)
2020 국가교육과정포럼 지역교육과정포럼(1차)_[모든 아이들이 꿈을 실현하는 교육과정은 가능한가?],,EBSCulture (EBS 교양)
[YTN 탐사 보고서 기록] 교육재난 1부 : 개미마을과 대치동 / YTN,,깨비키즈 [KEBIKIDS]
"특별기획 '미래, 교육을 묻다' - 1부- 우리 아이 뭐 해 먹고 살지?_#001",,깨비키즈 [KEBIKIDS]
부모가 자녀 공부를 위해 해야 하는 유일한 일.    [자녀 교육의 CODE],,지니키즈 Genikids (인기 동요?동화)
"세계가 놀라는 한국의 특별한 교육 ""처음엔 무조건 이것부터 해!""",,지니키즈 Genikids (인기 동요?동화)
세계의 교육현장 - 세계를 움직이는 힘! 미국의 유태인 교육(유태인의 가정교육),,높은뜻광성교회 차세대교육부
미래교육 플러스 - 당신의 영어는 안녕하십니까?_#001,,높은뜻광성교회 차세대교육부
"청소년을 위해 꼭 필요한 교통안전교육(※실제 사고영상, 시청주의)",,tvN 인사이트
미래교육 플러스 - 함께 만들어가는 미래교육- 2022 개정 교육과정_#001,,tvN 인사이트
"""자격증만 있으면 탐정 돼""…교육도 시험도 '허점투성이' / SBS",,"덕분이네, 카페 창업 전문 유튜버"
미래교육 플러스 - 2021년 교육이 풀어야 할 숙제_#002,,"덕분이네, 카페 창업 전문 유튜버"
최고의 워라밸을 자랑하는 교육행정직 공무원 A to Z,,근로복지공단
"2020 국가교육과정포럼 지역교육과정포럼 (4차)_[교육자치시대, 지역교육과정 실행 전략과 과제는 무엇인가?]",,근로복지공단
(중등) Health 인(人) 원격 보건교육 - 4. 의약품의 안전한 선택,,EBSCulture (EBS 교양)
"미래교육 플러스 - 교육, 자치를 論하다! 2부- 교육자치, 교육을 바꾸는 힘_#001",,EBSCulture (EBS 교양)
"미래교육 플러스 - 진로교육, 꿈을 디자인하다 5부- 나를 일으키는 힘, 진로탄력성_#001",,직업의모든것
2020 미래교육! 함께 열다! 경기미래교육포럼(1차),,직업의모든것
11443강 이재용 부회장의 재기(1_3)[홍익인간 인성교육],,Jb 종부테라피
"장애인식개선교육 동영상 ""인식의 길라잡이""",,Jb 종부테라피
"미래교육 플러스 - 지구를 지키는 환경교육 2부- 위기의 환경교육, 무엇이 문제인가?_#001",,클래스로그
[FULL VER.] 한국의 고등학교는 경쟁하는 곳이다? 승리한 사람도 패배한 사람도 불행한 현실 | #미래수업 #Diggle,,클래스로그
[매물번호 B-5140] 제주 영어교육도시 내 가성비 최고의 타운하우스. 실내 인테리어 공사까지 한 급매물 고급 타운하우스#제주도영어교육도시타운하우스#제주국제학교타운하우스,,깨비키즈 [KEBIKIDS]
초등학교 학부모를 위한 2015 개정교육과정 안내(총론),,깨비키즈 [KEBIKIDS]
